20444,大天地 摇椅 之 胡桃木,“天地”寓意“天空”和“大地”，这个系列的家具拥有简洁的线条与柔和的圆弧，气度从容博大，好似天地都包容其中。“大天地”系列胡桃木摇椅，将更为简单的线条融入传统明式家具之中，使之更适合现代家居生活。胡桃木拥有美丽的花纹，犹如金丝缕缕镶嵌，暗暗生光。「上下」花费一年多时间潜心探索胡桃木框架与牛皮编织椅面的连接方式，融贯东西，各取其长。特殊的工艺赋予摇椅强韧得当的特性，给予身体贴适支撑的同时，亦令其精湛工艺展露无疑。每件摇椅从木料挑选、取料、打磨，牛皮的选择、编织到作品完成，需要花费近五个月时间。“大天地”摇椅在结构和工艺细节的处理上精确到一丝一毫，因而极为细腻敏感，细微的风吹草动，都会让它轻微地晃动。在忙碌的间隙，或是偶有片刻闲适，一摇一晃将所有的纷繁芜杂都抛至云外，只留平和安适，悠然于天地之间。,,cn,2014-09-15 23:14:44,2014-09-22 22:52:09,,1,145,,product,3,20079,20321,,da-tian-di-rocking-chair-walnut-,http://http://sxhtml.local/./upload/human_nature_DaTianDi_Tea_Table_Zitan.jpg
20445,大天地 扶手椅 之 紫檀,“天地”寓意“天空”和“大地”，这个系列的家具拥有简洁的线条与柔和的圆弧，气度从容博大，好似天地都包容其中。“大天地”系列扶手椅灵感自传统明式家具的南官帽椅，将原本外圆内方的设计改成外方内圆，使之拥有了更具现代感的线条，也令其精湛工艺展露无疑。「上下」独创性地将清雅简洁的明式坐椅与西式沙发相结合，为新式南官帽椅赋予柔软的坐垫和靠背，使之更为舒适合用。紫檀扶手椅搭配优质牛皮编织坐垫，手工艺人将整张牛皮仔细裁成3.8毫米的细条，而后使用特制的织机，以近似传统缂丝的手法，纬线牛皮，经线细线，一条条手工织起相连成片，使之具有更为丰富的肌理和质感。「上下」与手工艺人共同探究数月，才为檀木与牛皮织物找到适合的结合方式，使其线条流畅、浑然一体，也对人体工程学作了细心研究，力求让使用感受贴心舒适。尊贵而坚固的紫檀，在全手工精心打磨之下，拥有了如丝绸般滑润的质感。每件作品需要花费六至九个月的时间，而在细节的处理上更精确到一丝一毫，让这个系列的家具成为精准而完美的艺术品，任时间和地域流逝转变，它将是您实至名归的传家宝物。,,cn,2014-09-15 23:14:44,2014-09-22 22:52:10,,1,143,,product,3,20079,20321,,da-tian-di-armchair-zitan-,http://http://sxhtml.local/./upload/furniture/1.jpg
20446,大天地 书案 之 紫檀,「上下」“大天地”系列灵感自明式家具中工料精良而罕见的分体式“架几书案”，以紫檀为料，创作淳清雅致、灵活实用的新书案。延续“大天地”系列的风格，秉承明式家具的传统，却将原本外圆内方的设计改成外方内圆，使之拥有了更具现代感的线条，也令其精湛工艺展露无疑。书案板面宽度与架几相当，以传统攒框装芯之法打造，为了顺应木料的自然特性，在框与芯之间留有细缝，让木头可以自由地呼吸。细缝会因不同的温湿气候、地域环境有细微的变化，桌子仿佛有了生命。书案面板轻搁几上，架几分别安有抽屉，存放文房器物。尊贵而坚固的紫檀，在全手工精心打磨之下，拥有了如丝绸般滑润的质感，而在细节的处理上更精确到一丝一毫。每张书案从檀木处理到作品完成，需要花费至少五个月时间。“大天地”系列书案最宜置于窗前，案上一笔一墨，窗外一草一木，皆入胸中画卷，笔下道境，可秉读圣贤经典，亦可把玩古物，悠然之间，营造属于自己的清雅天地。,,cn,2014-09-15 23:14:44,2014-09-22 22:52:11,,1,1,,product,3,20079,20321,,da-tian-di-desk-zitan--1,http://http://sxhtml.local/./upload/IN_OUT_Da_Tian_Di_Desk_Zitan_2.jpg
20447,大天地 书案 之 紫檀,「上下」“大天地”系列灵感自明式家具中工料精良而罕见的分体式“架几书案”，以紫檀为料，创作淳清雅致、灵活实用的新书案。延续“大天地”系列的风格，秉承明式家具的传统，却将原本外圆内方的设计改成外方内圆，使之拥有了更具现代感的线条，也令其精湛工艺展露无疑。书案板面宽度与架几相当，以传统攒框装芯之法打造，为了顺应木料的自然特性，在框与芯之间留有细缝，让木头可以自由地呼吸。细缝会因不同的温湿气候、地域环境有细微的变化，桌子仿佛有了生命。书案面板轻搁几上，架几分别安有抽屉，存放文房器物。尊贵而坚固的紫檀，在全手工精心打磨之下，拥有了如丝绸般滑润的质感，而在细节的处理上更精确到一丝一毫。每张书案从檀木处理到作品完成，需要花费至少五个月时间。“大天地”系列书案最宜置于窗前，案上一笔一墨，窗外一草一木，皆入胸中画卷，笔下道境，可秉读圣贤经典，亦可把玩古物，悠然之间，营造属于自己的清雅天地。,,cn,2014-09-15 23:14:45,2014-09-22 22:52:09,,1,146,,product,3,20079,20321,,da-tian-di-desk-zitan-,http://http://sxhtml.local/./upload/IN_OUT_Da_Tian_Di_Desk_Zitan_1.jpg
20448,大天地 茶桌 之 紫檀,「上下」大天地系列巧妙地将茶盘和茶桌合二为一，以紫檀为料，创作形制典雅，贴心实用的新茶桌。延续大天地系列的风格，秉承传统明式家具的风骨，却将原本外圆内方的设计改成外方内圆，使之拥有了更具现代感的线条，也令其精湛工艺展露无疑。桌面推开可见「上下」特别订制的茶盘和煮水的电炉，桌面还原，则可做寻常方桌使用。尊贵而坚固的紫檀，在全手工精心打磨之下，拥有了如丝绸般滑润的质感。每件家具从檀木处理到作品完成，需要花费至少2000工时，而在细节的处理上更精确到一丝一毫。茶盘采用端砚制作，作为四大名砚之首的端砚古来已十分名贵，如今更因名坑砚材枯竭而更为珍稀。“大天地”系列茶桌懂得爱茶之人，依坐桌旁，可独自品茶静思，亦可以好茶待客，更为居室营造一片禅意的空间。,,cn,2014-09-15 23:14:45,2014-09-22 22:52:11,,1,4,,product,3,20079,20321,,da-tian-di-tea-table-zitan--2,http://http://sxhtml.local/./upload/human_nature_datiandi_zitan.jpg
20449,龙韵 茶器 — 漆金竹丝扣瓷,龙，象征着中国传统精神。「上下」“龙韵”系列一脉相承帝王气韵，花纹灵感自传统龙鳞纹，并取其谐音“龙运”，有着平步青云的吉祥寓意，层层叠映，气宇轩昂。竹丝扣瓷系列由一壶四杯四碟及紫檀托盘构成，全球限量八套。束颈茶壶与双耳茶杯取法传统双龙耳杯，将盘于杯侧的两条游龙，以现代设计手法，简化为跃然灵动的弧形线条。每一件“龙韵”茶器都呈现了工艺的精益求精，不到半毫米的细竹丝，被精心编织覆盖到高温白瓷表面，竹编之上更以最精湛的工艺，反复五层细心上以18K金粉，覆盖层层竹丝的每一处肌理，均匀细腻，宛然天成。龙鳞纹壶盖以手工雕胚，由1380度高温焙成，品相完美者珍罕难得。搭配黄金弦月型提壶手柄，意境湛远。整套“龙韵”竹丝扣瓷茶器制作需耗费上千工时。举手品茗间，是视觉与触觉的双重享受，可日日为用，亦是收藏之选。 ,,cn,2014-09-15 23:14:45,2014-09-22 22:52:09,,1,144,,product,5,20079,,,dragon-cloud-gilded-bamboo-woven-porcelain-tea,http://http://sxhtml.local/./upload/In_Out_Dragon_Cloud_Pendant.jpg
20450,龙韵 茶器 — 单色釉瓷,龙，象征着中国传统精神。「上下」“龙韵”系列一脉相承帝王气韵，花纹灵感自传统龙鳞纹，并取其谐音“龙运”，有着平步青云的吉祥寓意，层层叠映，气宇轩昂。“龙韵”系列茶器由一壶六杯六碟及胡桃木托盘构成，亦有大小不一的花瓶和香皿可供选择。束颈茶壶与双耳茶杯取法传统双龙耳杯，将盘于杯侧的两条游龙，以现代设计手法，简化为跃然灵动的弧形线条。明清之时，“蓝”与“黄”被视为帝王之色，天坛为蓝，地坛为黄。颜色釉瓷素来名贵，任何细小因素都会影响釉色的聚落，只有平和的心态与无比的耐心才能探知其中奥秘，进而烧制均匀而富于光泽变化的颜色釉瓷，浸润自然的灵动之色。壶盖分别镶以金银二色龙鳞纹同心圆装饰，配以同色弦月型手柄，喜意盎然。整套“龙韵”茶器系列需耗费上千工时，举手品茗间，是视觉与触觉的双重享受。,,cn,2014-09-15 23:14:45,2014-09-22 22:52:11,,1,3,,product,5,20079,,,dragon-cloud-monochrome-porcelain-tea-set,http://http://sxhtml.local/./upload/IN_OUT_Dragon_Cloud_Monochrome_Porcelain_Tea_Set_2.jpg
20451,龙韵 茶器 — 单色釉瓷,龙，象征着中国传统精神。「上下」“龙韵”系列一脉相承帝王气韵，花纹灵感自传统龙鳞纹，并取其谐音“龙运”，有着平步青云的吉祥寓意，层层叠映，气宇轩昂。“龙韵”系列茶器由一壶六杯六碟及胡桃木托盘构成，亦有大小不一的花瓶和香皿可供选择。束颈茶壶与双耳茶杯取法传统双龙耳杯，将盘于杯侧的两条游龙，以现代设计手法，简化为跃然灵动的弧形线条。明清之时，“蓝”与“黄”被视为帝王之色，天坛为蓝，地坛为黄。颜色釉瓷素来名贵，任何细小因素都会影响釉色的聚落，只有平和的心态与无比的耐心才能探知其中奥秘，进而烧制均匀而富于光泽变化的颜色釉瓷，浸润自然的灵动之色。壶盖分别镶以金银二色龙鳞纹同心圆装饰，配以同色弦月型手柄，喜意盎然。整套“龙韵”茶器系列需耗费上千工时，举手品茗间，是视觉与触觉的双重享受。,,cn,2014-09-15 23:14:45,2014-09-22 22:52:11,,1,2,,product,5,20079,,,dragon-cloud-monochrome-porcelain-tea-set-1,http://http://sxhtml.local/./upload/heritage_emotion_Dragon_Pearl_1.jpg
20452,桥,「上下」大天地系列巧妙地将茶盘和茶桌合二为一，以紫檀为料，创作形制典雅，贴心实用的新茶桌。延续大天地系列的风格，秉承传统明式家具的风骨，却将原本外圆内方的设计改成外方内圆，使之拥有了更具现代感的线条，也令其精湛工艺展露无疑。桌面推开可见「上下」特别订制的茶盘和煮水的电炉，桌面还原，则可做寻常方桌使用。尊贵而坚固的紫檀，在全手工精心打磨之下，拥有了如丝绸般滑润的质感。每件家具从檀木处理到作品完成，需要花费至少2000工时，而在细节的处理上更精确到一丝一毫。茶盘采用端砚制作，作为四大名砚之首的端砚古来已十分名贵，如今更因名坑砚材枯竭而更为珍稀。“大天地”系列茶桌懂得爱茶之人，依坐桌旁，可独自品茶静思，亦可以好茶待客，更为居室营造一片禅意的空间。,,cn,2014-09-15 23:14:45,2014-09-22 22:52:10,,1,145,,product,5,20079,20322,,bridge-4,http://http://sxhtml.local/./upload/4cfca09d66ce83776021b4e440fa8d3e.jpg
20453,山水,水草玛瑙与烟熏玛瑙，温润细腻，暗藏流动的纹理。「上下」的“山水”系列选取品相完美的玛瑙原料，手工雕琢成造型圆润的小碗，以紫檀托盘恭敬呈现。每一件小碗皆由大块原材剥离而出，雕琢打磨需花费80个工时。“山水”系列取材天然，每一件都有自然形成的独特图案，如水墨画般挥洒写意，每一件都是独一无二的山水风景。以“山水”对饮或独酌，即便杯中盛以清水，都容易喝醉。“醉翁之意不在酒，在乎山水之间也。”,,cn,2014-09-15 23:14:46,2014-09-22 22:52:10,,1,55,,product,5,20079,,,shan-shui-5,http://http://sxhtml.local/./upload/IN_OUT_Shan Shui.jpg
20454,清影,“清影”系列采用竹丝镶嵌工艺，搭配温润的紫檀木，创作雅致的收纳盒具，可置于镜台，作首饰盒、化妆盒、香盒，亦可置于书房，作笔盒、文具盒。“清影”将传统万字纹与「上下」标识巧妙结合，创作了独特的镂雕图案。竹丝镶嵌的手工艺人刀法深峻、心思缜密，他们用自制的工具，将竹子劈成半毫米厚的细丝，于细丝之上开出一个个半毫米宽的榫口，再根据需求，分成5毫米长短的细薄竹片。而后用镊子将这些微若米粒的竹片小心拾起，仔细组合，渐次拼接。一整片10厘米见方的竹丝镶嵌花板，需上千竹片拼成，严丝合缝，宛若天成，如中国传统建筑的窗棂幽格，流光透影、虚实交错。“清影”寓意月光，这些大小不一的盒具边角亦流淌着明式家具灵动的线条，如同在澄澈月色之下，徘徊古典庭院，“起舞弄清影，何似在人间”，自在蹁跹，存续悠远。,,cn,2014-09-15 23:14:46,2014-09-22 22:52:11,,1,9,,product,4,20079,0,0,twilight,http://http://sxhtml.local/./upload/homeware/4.jpg
