20338,DA TIAN DI <br> ROCKING CHAIR (WALNUT),"Tian Di encompasses heaven and earth. This collection of furniture is made of clean lines and soft arcs, generous and open in spirit, ready to contain both the heavens and the earth. The Da Tian Di rocking chair applies this clean design concept to traditional Ming furniture, bringing it up to date with modern living. Walnut has a smooth, bright grain, like a tracery of inlaid gold, gleaming in the rich, dark wood. The SHANG XIA craftsmen spent over a year discovering the best way to join braided leather to the walnut frame. Special craft techniques make the wood stronger and longer-lasting, providing gentle support to the whole body, and revealing the deep craft that goes into the making of the chair. The process of construction, from the handling of the walnut timber through to the joinery, polishing and the selection and braiding of the leather requires nearly five months for each chair.  Every step in the construction of a Da Tian Di rocking chair must be performed with the highest precision. The result is a perfectly balanced chair: the lightest of breezes will start a gentle rocking. Take a moment to gently rock your cares away leaving a person, you, living a moment of peace in your own free space between heaven and earth.",,en,2014-09-09 23:40:09,2014-09-22 21:37:29,,1,145,,product,3,20330,20316,,da-tian-di-rocking-chair-walnut-,http://http://sxhtml.local/./upload/288712a994410da19d4196949ed0fef3.jpg
20339,DA TIAN DI <br> ARMCHAIR (ZITAN),"Tian Di encompasses the heavens and the earth. This collection of furniture is made up of clean lines and soft arcs, generous and open in spirit, ready to contain the heavens and the earth. The Da Tian Di armchair is a light evolution of the traditional Ming ""official's hat chair"". It reverses the traditional Ming furniture concept of a rounded exterior and square centre and presents a square exterior and round interior. The result is a more modern line, revealing the deep craft that goes into its construction. SHANG XIA has ingeniously combined the simplicity and elegance of Ming furniture with the Western lounge concept, giving this new official's hat chair a soft seat and back, making it a more user-friendly experience. The Zitan is paired with high quality braided leather cushions. Tanners expertly slice whole cowhides into long strips, just 3.8mm wide. They are woven in a style similar to k'o-ssu silk tapestry, strip over strip, each piece entirely handmade, for a textured, living, breathing finish. The construction of each chair takes six to nine months with each step in the process being performed with needlepoint precision. The result is a finely crafted modern heirloom with a timeless appeal.",,en,2014-09-09 23:40:09,2014-09-22 21:37:29,,1,143,,product,3,20330,20316,,da-tian-di-armchair-zitan-,http://http://sxhtml.local/./upload/c40bd6024daa3c6f1d043b9e8000b046.jpg
20340,DA TIAN DI - DESK (ZITAN),"The SHANG XIA Da Tian Di collection draws inspiration from the rare and perfectly constructed Ming Dynasty “trestle desk”, to create an elegant and light desk in rich Zitan. As with all of the Da Tian Di collection, this desk is in the style of traditional Ming furniture, but it subverts the Ming concept of the round exterior/square centre to a square exterior and round interior. The result is a more modern line, revealing the deep craft that goes into its construction. The desk top is the same width as the supporting trestles, in the traditional frame-and-panel style, with a small seam between the frame and panel to allow the natural wood to breathe. This seam will subtly change with the humidity and climate, as if the desk were alive. The desk top rests lightly on the trestle supports which have drawers for stationery and documents. Zitan, precious and solid, has been polished by hand to a silken, glossy luster. Every step in the construction process must be performed with delicate precision. The process of construction, from the handling of the sandalwood timber through to the joinery and polishing, requires at least five months for every desk. The Da Tian Di desk should ideally be placed in front of a window. Pen and ink; fields and forests in front of you. Nature inspires; the images flow from your brush.",,en,2014-09-09 23:40:09,2014-09-22 21:37:31,,1,1,,product,3,20330,20316,1,da-tian-di-desk-zitan--1,http://http://sxhtml.local/./upload/IN_OUT_Da_Tian_Di_Desk_Zitan_1.jpg
20341,DA TIAN DI <br/> DESK (ZITAN),"The SHANG XIA Da Tian Di collection draws inspiration from the rare and perfectly constructed Ming Dynasty “trestle desk”, to create an elegant and light desk in rich Zitan. As with all of the Da Tian Di collection, this desk is in the style of traditional Ming furniture, but it subverts the Ming concept of the round exterior/square centre to a square exterior and round interior. The result is a more modern line, revealing the deep craft that goes into its construction. The desk top is the same width as the supporting trestles, in the traditional frame-and-panel style, with a small seam between the frame and panel to allow the natural wood to breathe. This seam will subtly change with the humidity and climate, as if the desk were alive. The desk top rests lightly on the trestle supports which have drawers for stationery and documents. Zitan, precious and solid, has been polished by hand to a silken, glossy luster. Every step in the construction process must be performed with delicate precision. The process of construction, from the handling of the sandalwood timber through to the joinery and polishing, requires at least five months for every desk. The Da Tian Di desk should ideally be placed in front of a window. Pen and ink; fields and forests in front of you. Nature inspires; the images flow from your brush.",,en,2014-09-09 23:40:10,2014-09-22 21:37:29,,1,146,,product,3,20330,20316,1,da-tian-di-desk-zitan-,http://http://sxhtml.local/./upload/a09dd1a150779d725fbb548beee99a64.jpg
20342,DA TIAN DI - TEA TABLE (ZITAN),"The SHANG XIA Da Tian Di collection is a reinvention of tea furniture, combining the tea tray and table in a single item. Made from Zitan wood, in a spare and classic form, providing elegance and utility. Reversing the traditional Ming furniture concept, of a rounded exterior and square center, the Da Tian Di collection presents a square exterior and round interior in a modern take on a classic aesthetic. Opening the table top reveals the tray and electric kettle. The process of construction requires at least 2,000 labor hours for each item, including hand crafted joints and polishing to provide a sliken glossy luster. The tray itself is make of Duan inkstone, one of the four most precious types of inkstone prized since antiquity and increasingly harder to find. The custom-made Da Tian Di collection of tea furniture casts a mantle of meditation across the reception space. It is for those who understand tea, who take the time to sit and savor their tea, and who receive guests with their finest tea.",,en,2014-09-09 23:40:10,2014-09-22 21:37:31,,1,4,,product,3,20330,20316,1,da-tian-di-tea-table-zitan--2,http://http://sxhtml.local/./upload/IN_OUT_Da_Tian_Di_Tea_Table_zitan.jpg
20343,DRAGON CLOUD <br /> GILDED BAMBOO WOVEN PORCELAIN TEA,"The dragon represents the traditional spirit of China. Its imperial splendor finds a modern expression in the SHANG XIA Dragon Cloud series: the pattern is inspired by the traditional dragon-scale motif, and its form and design animated by those soaring mythical beasts. Writhing over one another, their fierce majesty promises good fortune. The bamboo covered porcelain tea set consists of four cups with saucers and one teapot on a Zitan wood tray. It is a limited edition, with only 8 sets in existence. Evolving from the classic dragon-handled teacup, the two dragon handles on each cup have been stylized into a vivid modern arc form. Every piece in the Dragon Cloud set is created using the finest handcraft techniques. The bamboo fibers are less than half a millimeter in width, and are gilded in five layers of 18k gold dust with minute accuracy, then tightly woven over white porcelain that has been fired at an extremely high temperature. The gilt covers every inch of the bamboo in a gleaming finish, so smooth and even that it seems an organic part of the material. With its pure gold crescent handle, the design is timeless. The Dragon Cloud set represents over 1,000 hours of painstaking work by master craftsman. It is a collector's item, but its elegance and textures may also be appreciated in the daily ritual of tea drinking. ",,en,2014-09-09 23:40:10,2014-09-22 21:37:29,,1,144,,product,5,20330,20315,,dragon-cloud-gilded-bamboo-woven-porcelain-tea,http://http://sxhtml.local/./upload/0220c9795401a9e2d68e04ef283a1a9d.jpg
20344,DRAGON CLOUD - MONOCHROME PORCELAIN TEA SET,"The dragon represents the traditional spirit of China. Its imperial splendor finds a modern expression in the SHANGXIA Dragon Cloud series: the pattern is inspired by the traditional dragon-scale motif, and its form and design animated by those soaring mythical beasts. Writhing over one another, their fierce majesty promises good fortune. This Dragon Cloud set consists of six cups with saucers and one teapot on a walnut tray, which can be paired with your choice of vase or incense dish. Evolving from the classic dragon-handled teacup, the two dragon handles on each cup have been stylized into a vivid modern arc form. Blue and yellow glazes inspired by ancient Chinese imperial color. Blue represents the heaven and yellow represents the earth. Glazing and firing in these rich colors is a delicate process. The slightest imperfection can spoil the finish, so it requires a deep steadiness of hand and spirit to tame these vibrant glazes. The results, when fired by a master are a perfect, radiant gloss which dances with natural light. The gold and silver dragon-scale teapot cover and its crescent handle with matching colors lend it a levity and grace. The Dragon Cloud set represents over 1,000 hours of patient work. It has the quality of a display piece or it may become part of your everyday tea ritual.",,en,2014-09-09 23:40:10,2014-09-22 21:37:31,,1,3,,product,5,20330,,,dragon-cloud-monochrome-porcelain-tea-set,http://http://sxhtml.local/./upload/IN_OUT_Dragon_Cloud_Monochrome_Porcelain_Tea_Set_1.jpg
20345,DRAGON CLOUD - MONOCHROME PORCELAIN TEA SET,"The dragon represents the traditional spirit of China. Its imperial splendor finds a modern expression in the SHANGXIA Dragon Cloud series: the pattern is inspired by the traditional dragon-scale motif, and its form and design animated by those soaring mythical beasts. Writhing over one another, their fierce majesty promises good fortune. This Dragon Cloud set consists of six cups with saucers and one teapot on a walnut tray, which can be paired with your choice of vase or incense dish. Evolving from the classic dragon-handled teacup, the two dragon handles on each cup have been stylized into a vivid modern arc form. Blue and yellow glazes inspired by ancient Chinese imperial color. Blue represents the heaven and yellow represents the earth. Glazing and firing in these rich colors is a delicate process. The slightest imperfection can spoil the finish, so it requires a deep steadiness of hand and spirit to tame these vibrant glazes. The results, when fired by a master are a perfect, radiant gloss which dances with natural light. The gold and silver dragon-scale teapot cover and its crescent handle with matching colors lend it a levity and grace. The Dragon Cloud set represents over 1,000 hours of patient work. It has the quality of a display piece or it may become part of your everyday tea ritual.",,en,2014-09-09 23:40:10,2014-09-22 21:37:31,,1,2,,product,5,20330,,,dragon-cloud-monochrome-porcelain-tea-set-1,http://http://sxhtml.local/./upload/IN_OUT_Dragon_Cloud_Monochrome_Porcelain_Tea_Set_2.jpg
20346,BRIDGE,"Entertaining at home provides a relaxed environment bringing people together around the heart of tea and the home. Whether the tea pot, the tea set or the set of vases are cosseted in bamboo weaving or purely in ceramic, the collection through the shape of its traditional “bridge” handles connects each of us to the warmth of hospitality and friends. The bamboo, is expertly shaved into strands of less than 0.5 mm and woven around the ceramic ware.
The gong fu tea set, a set of mini tea cups to inhale the fragrance of tea and savor the flavor of tea, is fired in fine porcelain, each piece carefully glazed in translucent white.
The general tea set and trio of vases, are each expertly finished with hand carved thin bamboo strips woven in mesh. It takes days to completely weave one teapot. The woven bamboo also helps to ensure the tea remains warm.",,en,2014-09-09 23:40:10,2014-09-22 21:37:29,,1,146,,product,5,20330,20315,0,bridge-2,http://http://sxhtml.local/./upload/f47e022be7ab62d0fb4bd1b1c01cb04b.jpg
20347,SHAN SHUI,"The SHANG XIA Shan Shui collection is carved by hand from flawless raw agate into delicate round bowls, presented on a tray of Zitan. With your choice of moss or smoky agate, each bowl is carved and polished from a single piece of agate, requiring over 80 hours of patient labor. With its natural finish, each item in the Shan Shui series has its own pattern, like the brush strokes of a great calligrapher, turning each piece into a unique landscape. When sipping from Shan Shui vessels, even the purest of water seems intoxicating.",,en,2014-09-09 23:40:10,2014-09-22 21:37:29,,1,144,,product,5,20330,0,1,shan-shui-3,http://http://sxhtml.local/./upload/924df6fb45698cd11f998de9d3ef35aa.jpg
